订单ID,订单日期,邮寄方式,国家,地区,省/自治区,细分,类别,子类别,制造商,产品名称,数量,销售额,利润
A1000430,2013/8/12,标准级,中国,华北,北京,公司,办公用品,纸张,Eaton,"Eaton 羊皮纸, 多色",2,139,25 
A1000432,2013/8/13,一级,中国,中南,广东,公司,办公用品,美术,Stanley,"Stanley 记号笔, 整包",2,42,-141 
A1000431,2013/8/13,标准级,中国,华东,安徽,消费者,家具,椅子,Harbour Creations,"Harbour Creations 扶手椅, 可调",5,"11,109",4999 
A1000433,2013/8/15,二级,中国,华东,福建,消费者,家具,书架,Sauder,"Sauder 搁架, 传统",2,"1,816",218 
A1000435,2013/8/15,标准级,中国,西北,陕西,公司,办公用品,装订机,Avery,"Avery 订书机, 回收",2,459,41 
A1000435,2013/8/15,标准级,中国,西北,陕西,公司,办公用品,装订机,Wilson Jones,"Wilson Jones 订书机, 耐用",8,"1,884",678 
A1000435,2013/8/15,标准级,中国,西北,陕西,公司,家具,桌子,Chromcraft,"Chromcraft 咖啡桌, 组装",6,"4,512",601 
A1000435,2013/8/15,标准级,中国,西北,陕西,公司,家具,椅子,Hon,"Hon 凳子, 每套两件",8,"6,194",1609 
A1000434,2013/8/15,标准级,中国,东北,吉林,公司,技术,电话,苹果,"苹果 智能手机, 全尺寸",2,"1,163",477 
A1000436,2013/8/16,标准级,中国,华东,上海,公司,办公用品,装订机,Cardinal,"Cardinal 打孔机, 实惠",4,538,48 
A1000438,2013/8/16,标准级,中国,中南,广西,公司,办公用品,器具,Cuisinart,"Cuisinart 冰箱, 红色",4,"9,260",3704 
A1000438,2013/8/16,标准级,中国,中南,广西,公司,办公用品,标签,Smead,"Smead 运输标签, 耐用",5,280,59 
A1000438,2013/8/16,标准级,中国,中南,广西,公司,技术,配件,Enermax,"Enermax 键盘, 可编程",5,"1,982",258 
A1000437,2013/8/16,二级,中国,中南,湖北,公司,家具,用具,Deflect-O,"Deflect-O 灯泡, 优质",6,493,157 
A1000439,2013/8/16,标准级,中国,中南,广西,消费者,办公用品,标签,Hon,"Hon 文件夹标签, 耐用",3,126,39 
A1000439,2013/8/16,标准级,中国,中南,广西,消费者,技术,复印机,惠普,"惠普 无线传真机, 红色",6,"10,035",3311 
A1000440,2013/8/17,一级,中国,中南,河南,消费者,办公用品,用品,Kleencut,"Kleencut 开信刀, 蓝色",4,303,-162 
A1000440,2013/8/17,一级,中国,中南,河南,消费者,家具,椅子,Harbour Creations,"Harbour Creations 摇椅, 可调",6,"2,513",-1173 
A1000442,2013/8/17,二级,中国,东北,辽宁,小型企业,技术,配件,罗技,"罗技 鼠标, 可编程",6,517,-35 
A1000441,2013/8/17,一级,中国,西南,云南,公司,办公用品,纸张,Green Bar,"Green Bar 备忘录便条, 回收",3,236,0 
A1000443,2013/8/17,二级,中国,华东,山东,公司,办公用品,器具,Cuisinart,"Cuisinart 炉灶, 黑色",4,"10,037",1104 
A1000446,2013/8/18,当日,中国,中南,广东,消费者,办公用品,装订机,Cardinal,"Cardinal 打孔机, 实惠",2,269,24 
A1000446,2013/8/18,当日,中国,中南,广东,消费者,技术,复印机,Brother,"Brother 个人复印机, 彩色",2,"1,347",485 
A1000445,2013/8/18,二级,中国,中南,广东,公司,办公用品,系固件,Accos,"Accos 夹子, 金属",4,218,36 
A1000444,2013/8/18,标准级,中国,华北,山西,小型企业,办公用品,纸张,施乐,"施乐 计划信息表, 优质",1,95,30 
A1000447,2013/8/18,标准级,中国,东北,辽宁,消费者,办公用品,用品,Fiskars,"Fiskars 尺子, 锯齿状",6,312,102 
A1000444,2013/8/18,标准级,中国,华北,山西,小型企业,家具,书架,Sauder,"Sauder 搁架, 白色",8,"7,358",1544 
A1000447,2013/8/18,标准级,中国,东北,辽宁,消费者,技术,配件,贝尔金,"贝尔金 鼠标, 实惠",2,380,102 
A1000450,2013/8/19,当日,中国,西北,陕西,消费者,办公用品,用品,Stiletto,"Stiletto 大剪刀, 钢",1,133,-75 
A1000448,2013/8/19,标准级,中国,华东,山东,消费者,办公用品,装订机,Acco,"Acco 订书机, 实惠",7,"1,669",516 
A1000449,2013/8/19,二级,中国,华东,江苏,消费者,技术,配件,Enermax,"Enermax 键区, 回收",3,772,200 
A1000455,2013/8/20,二级,中国,中南,广东,公司,办公用品,收纳具,Tenex,"Tenex 搁板, 金属",4,"1,003",401 
A1000455,2013/8/20,二级,中国,中南,广东,公司,办公用品,标签,Avery,"Avery 有色标签, 红色",2,122,21 
A1000452,2013/8/20,二级,中国,华北,北京,公司,办公用品,装订机,Cardinal,"Cardinal 标签, 透明",4,125,6 
A1000454,2013/8/20,二级,中国,华东,上海,消费者,办公用品,标签,Avery,"Avery 圆形标签, 白色",4,133,37 
A1000454,2013/8/20,二级,中国,华东,上海,消费者,办公用品,标签,Hon,"Hon 合法证物标签, 可调",4,164,49 
A1000452,2013/8/20,二级,中国,华北,北京,公司,家具,椅子,Office Star,"Office Star 折叠椅, 黑色",4,"1,667",116 
A1000452,2013/8/20,二级,中国,华北,北京,公司,家具,用具,Deflect-O,"Deflect-O 灯泡, 优质",3,247,79 
A1000454,2013/8/20,二级,中国,华东,上海,消费者,家具,书架,Safco,"Safco 书架, 金属",6,"4,156",1537 
A1000454,2013/8/20,二级,中国,华东,上海,消费者,家具,用具,Rubbermaid,"Rubvermaid 相框, 一包多件",4,967,261 
A1000454,2013/8/20,二级,中国,华东,上海,消费者,技术,电话,思科,"思科 办公室电话机, 混合尺寸",1,389,16 
A1000454,2013/8/20,二级,中国,华东,上海,消费者,技术,电话,摩托罗拉,"摩托罗拉 充电器, 混合尺寸",9,"27,113",3253 
A1000454,2013/8/20,二级,中国,华东,上海,消费者,技术,设备,冲电器,"冲电器 电话, 耐用",4,"1,623",81 
A1000454,2013/8/20,二级,中国,华东,上海,消费者,技术,配件,贝尔金,"贝尔金 鼠标, 可编程",1,197,16 
A1000453,2013/8/20,标准级,中国,东北,吉林,消费者,办公用品,收纳具,Smead,"Smead 文件夹, 工业",1,84,4 
A1000451,2013/8/20,标准级,中国,华北,天津,消费者,办公用品,用品,Acme,"Acme 美工刀, 蓝色",3,318,-143 
A1000451,2013/8/20,标准级,中国,华北,天津,消费者,家具,书架,宜家,"宜家 柜, 黑色",4,"1,610",161 
A1000456,2013/8/21,一级,中国,东北,黑龙江,公司,家具,椅子,Safco,"SAFCO 凳子, 黑色",2,"1,545",247 
A1000458,2013/8/22,当日,中国,中南,河南,小型企业,办公用品,纸张,Green Bar,"Green Bar 备忘录便条, 每包 12 个",1,98,4 
A1000458,2013/8/22,当日,中国,中南,河南,小型企业,技术,复印机,夏普,"夏普 无线传真机, 红色",1,"1,653",496 
A1000459,2013/8/22,一级,中国,华东,安徽,公司,技术,电话,三星,"三星 耳机, 整包",5,"1,026",154 
A1000459,2013/8/22,一级,中国,华东,安徽,公司,技术,配件,Enermax,"Enermax 鼠标, 实惠",7,790,-198 
A1000461,2013/8/22,标准级,中国,华东,安徽,公司,办公用品,装订机,Cardinal,"Cardinal 装订机, 耐用",4,286,71 
A1000457,2013/8/22,标准级,中国,华东,山东,公司,办公用品,信封,Kraft,"Kraft 商业信封, 红色",5,466,46 
A1000461,2013/8/22,标准级,中国,华东,安徽,公司,技术,配件,贝尔金,"贝尔金 路由器, 耐用",2,"2,417",1015 
A1000460,2013/8/22,标准级,中国,华北,河北,消费者,技术,配件,贝尔金,"贝尔金 键盘, 耐用",5,"1,962",274 
A1000462,2013/8/23,标准级,中国,西南,贵州,公司,技术,电话,诺基亚,"诺基亚 音频基座, 混合尺寸",2,"1,583",680 
A1000462,2013/8/23,标准级,中国,西南,贵州,公司,技术,配件,SanDisk,"SanDisk 记忆卡, 实惠",6,"3,147",629 
A1000466,2013/8/24,当日,中国,华东,上海,小型企业,办公用品,收纳具,Fellowes,"Fellowes 文件车, 蓝色",4,"2,563",51 
A1000466,2013/8/24,当日,中国,华东,上海,小型企业,办公用品,收纳具,Tenex,"Tenex 文件夹, 蓝色",4,433,91 
A1000468,2013/8/24,当日,中国,华东,福建,消费者,技术,复印机,夏普,"夏普 墨水, 红色",2,687,-344 
A1000465,2013/8/24,一级,中国,东北,黑龙江,小型企业,办公用品,用品,Fiskars,"Fiskars 美工刀, 工业",3,520,62 
A1000463,2013/8/24,一级,中国,中南,广东,消费者,办公用品,信封,Ames,"Ames 外皮和封条, 红色",5,519,223 
A1000463,2013/8/24,一级,中国,中南,广东,消费者,办公用品,器具,Breville,"Breville 微波炉, 白色",3,"2,519",-1386 
A1000470,2013/8/24,二级,中国,中南,广东,公司,技术,复印机,佳能,"佳能 传真机, 红色",2,"2,955",1152 
A1000467,2013/8/24,标准级,中国,中南,河南,消费者,办公用品,装订机,Wilson Jones,"Wilson Jones 装订机盖, 回收",2,108,19 
A1000469,2013/8/24,标准级,中国,华东,福建,公司,办公用品,标签,Avery,"Avery 圆形标签, 可调",1,24,0 
A1000469,2013/8/24,标准级,中国,华东,福建,公司,办公用品,纸张,SanDisk,"SanDisk 备忘录便条, 回收",3,236,66 
A1000469,2013/8/24,标准级,中国,华东,福建,公司,办公用品,纸张,施乐,"施乐 计划信息表, 多色",2,203,65 
A1000469,2013/8/24,标准级,中国,华东,福建,公司,家具,书架,Bush,"Bush 搁架, 金属",2,"1,593",797 
A1000464,2013/8/24,标准级,中国,西南,云南,消费者,家具,椅子,Harbour Creations,"Harbour Creations 沙滩椅, 红色",2,345,-35 
A1000471,2013/8/25,标准级,中国,西南,重庆,消费者,办公用品,纸张,Green Bar,"Green Bar 笔记本, 每包 12 个",6,950,104 
A1000471,2013/8/25,标准级,中国,西南,重庆,消费者,办公用品,装订机,Cardinal,"Cardinal 装订机, 实惠",6,387,85 
A1000472,2013/8/25,标准级,中国,华东,浙江,消费者,技术,复印机,夏普,"夏普 个人复印机, 彩色",7,"2,380",277 
A1000474,2013/8/26,二级,中国,华东,福建,小型企业,家具,书架,宜家,"宜家 柜, 白色",2,"1,353",500 
A1000473,2013/8/26,标准级,中国,西南,重庆,消费者,办公用品,纸张,SanDisk,"SanDisk 笔记本, 多色",3,437,192 
A1000476,2013/8/27,一级,中国,东北,黑龙江,公司,办公用品,用品,Acme,"Acme 大剪刀, 工业",9,"2,165",302 
A1000476,2013/8/27,一级,中国,东北,黑龙江,公司,办公用品,纸张,Green Bar,"Green Bar 令, 每包 12 个",1,158,9 
A1000475,2013/8/27,一级,中国,中南,湖北,小型企业,办公用品,装订机,Acco,"Acco 孔加固材料, 耐用",3,114,3 
A1000477,2013/8/28,标准级,中国,中南,广西,公司,家具,椅子,Hon,"Hon 凳子, 每套两件",4,"1,858",-434 
A1000477,2013/8/28,标准级,中国,中南,广西,公司,技术,电话,思科,"思科 办公室电话机, 蓝色",5,"1,126",-526 
A1000478,2013/8/29,二级,中国,华北,山西,消费者,办公用品,标签,Smead,"Smead 圆形标签, 耐用",1,34,4 
A1000478,2013/8/29,二级,中国,华北,山西,消费者,办公用品,用品,Acme,"Acme 美工刀, 工业",3,331,-133 
A1000478,2013/8/29,二级,中国,华北,山西,消费者,办公用品,用品,Stiletto,"Stiletto 尺子, 锯齿状",2,65,-27 
A1000478,2013/8/29,二级,中国,华北,山西,消费者,技术,复印机,Brother,"Brother 无线传真机, 数字化",3,"3,179",-159 
A1000479,2013/8/29,二级,中国,中南,广东,消费者,办公用品,信封,Ames,"Ames 外皮和封条, 红色",8,830,356 
A1000479,2013/8/29,二级,中国,中南,广东,消费者,办公用品,收纳具,Rogers,"Rogers 盘, 单宽度",2,576,230 
A1000479,2013/8/29,二级,中国,中南,广东,消费者,办公用品,美术,Stanley,"Stanley 钢笔, 整包",3,29,-100 
A1000481,2013/8/29,二级,中国,华东,山东,消费者,办公用品,装订机,Ibico,"Ibico 订书机, 耐用",7,"1,729",363 
A1000479,2013/8/29,二级,中国,中南,广东,消费者,技术,电话,三星,"三星 耳机, 混合尺寸",7,"1,491",-721 
A1000480,2013/8/29,二级,中国,中南,广西,小型企业,办公用品,标签,Harbour Creations,"Harbour Creations 可去除的标签, 红色",4,190,40 
A1000482,2013/8/30,标准级,中国,华北,山西,小型企业,技术,配件,Enermax,"Enermax 键盘, 回收",6,"2,276",750 
A1000483,2013/8/31,二级,中国,华东,山东,公司,办公用品,信封,Kraft,"Kraft 邮寄品, 银色",3,561,123 
A1000483,2013/8/31,二级,中国,华东,山东,公司,办公用品,纸张,SanDisk,"SanDisk 笔记本, 回收",5,694,180 
A1000485,2013/8/31,标准级,中国,东北,黑龙江,公司,办公用品,信封,Cameo,"Cameo 搭扣信封, 红色",3,183,89 
A1000485,2013/8/31,标准级,中国,东北,黑龙江,公司,家具,书架,Bush,"Bush 书架, 传统",3,"1,729",795 
A1000485,2013/8/31,标准级,中国,东北,黑龙江,公司,技术,电话,诺基亚,"诺基亚 信号增强器, 全尺寸",5,"3,215",643 
A1000486,2013/8/31,标准级,中国,中南,广东,小型企业,办公用品,器具,KitchenAid,"KitchenAid 搅拌机, 红色",12,"5,536",2159 
A1000486,2013/8/31,标准级,中国,中南,广东,小型企业,办公用品,收纳具,Smead,"Smead 锁柜, 蓝色",7,"6,482",2981 
A1000486,2013/8/31,标准级,中国,中南,广东,小型企业,办公用品,美术,Sanford,"Sanford 钢笔, 混合尺寸",5,267,-4 
A1000486,2013/8/31,标准级,中国,中南,广东,小型企业,办公用品,装订机,Cardinal,"Cardinal 打孔机, 透明",7,923,286 
A1000486,2013/8/31,标准级,中国,中南,广东,小型企业,家具,书架,宜家,"宜家 墙角架, 黑色",3,"1,742",192 
A1000484,2013/8/31,二级,中国,华东,山东,公司,技术,复印机,Hewlett,"Hewlett 个人复印机, 红色",5,"3,324",465 
A1000487,2013/9/1,标准级,中国,东北,辽宁,消费者,办公用品,装订机,Ibico,"Ibico 标签, 实惠",4,166,11 
A1000488,2013/9/2,当日,中国,华东,山东,消费者,办公用品,收纳具,Eldon,"Eldon 搁板, 金属",2,443,124 
A1000488,2013/9/2,当日,中国,华东,山东,消费者,办公用品,系固件,Accos,"Accos 夹子, 整包",1,90,8 
A1000488,2013/9/2,当日,中国,华东,山东,消费者,办公用品,装订机,Cardinal,"Cardinal 孔加固材料, 实惠",8,199,26 
A1000488,2013/9/2,当日,中国,华东,山东,消费者,技术,复印机,Hewlett,"Hewlett 传真复印机, 每套两件",8,"7,200",1439 
A1000489,2013/9/3,标准级,中国,华东,浙江,公司,办公用品,装订机,Avery,"Avery 装订机盖, 实惠",4,207,12 
A1000489,2013/9/3,标准级,中国,华东,浙江,公司,办公用品,装订机,Avery,"Avery 订书机, 耐用",3,705,254 
A1000490,2013/9/5,二级,中国,华东,安徽,消费者,办公用品,器具,Breville,"Breville 冰箱, 白色",3,"4,347",-2101 
A1000490,2013/9/5,二级,中国,华东,安徽,消费者,办公用品,系固件,OIC,"OIC 订书钉, 整包",3,95,-21 
A1000490,2013/9/5,二级,中国,华东,安徽,消费者,办公用品,纸张,施乐,"施乐 信纸, 多色",3,649,312 
A1000492,2013/9/6,标准级,中国,华东,江苏,小型企业,办公用品,系固件,Advantus,"Advantus 回形针, 混合尺寸",2,106,22 
A1000492,2013/9/6,标准级,中国,华东,江苏,小型企业,家具,书架,宜家,"宜家 搁架, 金属",4,"3,170",348 
A1000492,2013/9/6,标准级,中国,华东,江苏,小型企业,家具,用具,Advantus,"Advantus 分层置放架, 优质",4,466,228 
A1000492,2013/9/6,标准级,中国,华东,江苏,小型企业,技术,设备,StarTech,"StarTech 卡片打印机, 多色",2,"1,526",702 
A1000492,2013/9/6,标准级,中国,华东,江苏,小型企业,技术,配件,贝尔金,"贝尔金 记忆卡, 可编程",5,"2,714",923 
A1000491,2013/9/6,标准级,中国,华北,河北,公司,办公用品,装订机,Ibico,"Ibico 装订机, 透明",2,139,25 
A1000491,2013/9/6,标准级,中国,华北,河北,公司,技术,电话,三星,"三星 充电器, 蓝色",2,"5,937",950 
A1000497,2013/9/7,一级,中国,西北,新疆,公司,办公用品,信封,Jiffy,"Jiffy 外皮和封条, 银色",3,314,147 
A1000494,2013/9/7,二级,中国,中南,广东,公司,办公用品,纸张,Eaton,"Eaton 令, 多色",6,783,250 
A1000494,2013/9/7,二级,中国,中南,广东,公司,办公用品,纸张,施乐,"施乐 计划信息表, 每包 12 个",1,114,6 
A1000493,2013/9/7,标准级,中国,东北,辽宁,小型企业,技术,电话,摩托罗拉,"摩托罗拉 音频基座, 混合尺寸",3,"2,467",814 
A1000493,2013/9/7,标准级,中国,东北,辽宁,小型企业,技术,电话,苹果,"苹果 办公室电话机, 混合尺寸",2,636,267 
A1000495,2013/9/7,标准级,中国,华东,安徽,小型企业,办公用品,美术,Binney & Smith,"Binney & Smith 铅笔刀, 金属",2,261,5 
A1000495,2013/9/7,标准级,中国,华东,安徽,小型企业,技术,配件,贝尔金,"贝尔金 记忆卡, 实惠",9,"4,822",1832 
A1000496,2013/9/7,标准级,中国,华北,山西,公司,办公用品,标签,Hon,"Hon 合法证物标签, 白色",1,51,1 
A1000496,2013/9/7,标准级,中国,华北,山西,公司,技术,电话,三星,"三星 耳机, 全尺寸",5,"1,043",-139 
A1000498,2013/9/8,当日,中国,华北,山西,消费者,办公用品,器具,Cuisinart,"Cuisinart 冰箱, 红色",4,"9,260",3704 
A1000498,2013/9/8,当日,中国,华北,山西,消费者,办公用品,系固件,Stockwell,"Stockwell 橡皮筋, 每包 12 个",4,291,113 
A1000498,2013/9/8,当日,中国,华北,山西,消费者,办公用品,装订机,Avery,"Avery 孔加固材料, 实惠",2,41,19 
A1000498,2013/9/8,当日,中国,华北,山西,消费者,办公用品,装订机,Cardinal,"Cardinal 孔加固材料, 透明",4,90,10 
A1000501,2013/9/9,一级,中国,华东,山东,公司,办公用品,信封,Ames,"Ames 外皮和封条, 回收",2,163,55 
A1000501,2013/9/9,一级,中国,华东,山东,公司,办公用品,收纳具,Smead,"Smead 盒, 金属",4,184,40 
A1000501,2013/9/9,一级,中国,华东,山东,公司,办公用品,纸张,SanDisk,"SanDisk 羊皮纸, 优质",7,546,136 
A1000500,2013/9/9,二级,中国,中南,广东,消费者,办公用品,标签,Avery,"Avery 可去除的标签, 白色",4,200,8 
A1000500,2013/9/9,二级,中国,中南,广东,消费者,办公用品,纸张,施乐,"施乐 计划信息表, 回收",3,284,96 
A1000499,2013/9/9,标准级,中国,华东,山东,消费者,办公用品,信封,Cameo,"Cameo 局间信封, 红色",2,476,52 
A1000499,2013/9/9,标准级,中国,华东,山东,消费者,技术,设备,冲电器,"冲电器 卡片打印机, 白色",5,"4,066",1748 
A1000499,2013/9/9,标准级,中国,华东,山东,消费者,技术,配件,SanDisk,"SanDisk 记忆卡, 耐用",3,"1,577",0 
A1000503,2013/9/10,一级,中国,东北,吉林,消费者,办公用品,收纳具,Fellowes,"Fellowes 文件夹, 金属",2,238,17 
A1000503,2013/9/10,一级,中国,东北,吉林,消费者,办公用品,装订机,Wilson Jones,"Wilson Jones 打孔机, 实惠",5,653,52 
A1000503,2013/9/10,一级,中国,东北,吉林,消费者,办公用品,装订机,Wilson Jones,"Wilson Jones 装订机, 回收",3,187,67 
A1000503,2013/9/10,一级,中国,东北,吉林,消费者,技术,复印机,夏普,"夏普 墨水, 红色",2,"1,144",114 
A1000502,2013/9/10,标准级,中国,华东,山东,消费者,办公用品,收纳具,Smead,"Smead 盒, 单宽度",2,101,44 
A1000504,2013/9/10,标准级,中国,华东,浙江,消费者,办公用品,标签,Harbour Creations,"Harbour Creations 有色标签, 红色",5,297,29 
A1000504,2013/9/10,标准级,中国,华东,浙江,消费者,办公用品,美术,Binney & Smith,"Binney & Smith 荧光笔, 整包",6,94,-321 
A1000504,2013/9/10,标准级,中国,华东,浙江,消费者,技术,配件,Enermax,"Enermax 键区, 实惠",2,321,-203 
A1000504,2013/9/10,标准级,中国,华东,浙江,消费者,技术,配件,贝尔金,"贝尔金 路由器, 回收",2,"1,437",-72 
A1000505,2013/9/11,一级,中国,东北,黑龙江,消费者,办公用品,器具,Hoover,"Hoover 咖啡研磨机, 白色",2,625,293 
A1000505,2013/9/11,一级,中国,东北,黑龙江,消费者,办公用品,装订机,Ibico,"Ibico 打孔机, 回收",2,288,52 
A1000505,2013/9/11,一级,中国,东北,黑龙江,消费者,家具,书架,Sauder,"Sauder 搁架, 金属",3,"2,717",380 
A1000506,2013/9/12,标准级,中国,华北,北京,公司,家具,椅子,Safco,"SAFCO 沙滩椅, 红色",4,831,360 
A1000507,2013/9/13,当日,中国,东北,黑龙江,公司,办公用品,器具,Breville,"Breville 炉灶, 银色",4,"10,496",1784 
A1000507,2013/9/13,当日,中国,东北,黑龙江,公司,办公用品,标签,Smead,"Smead 圆形标签, 白色",4,129,31 
A1000507,2013/9/13,当日,中国,东北,黑龙江,公司,办公用品,美术,Binney & Smith,"Binney & Smith 画布, 金属",6,"1,179",-192 
A1000508,2013/9/13,一级,中国,东北,黑龙江,消费者,办公用品,信封,Ames,"Ames 外皮和封条, 银色",2,197,14 
A1000508,2013/9/13,一级,中国,东北,黑龙江,消费者,办公用品,系固件,Stockwell,"Stockwell 图钉, 每包 12 个",10,352,17 
A1000508,2013/9/13,一级,中国,东北,黑龙江,消费者,办公用品,装订机,Wilson Jones,"Wilson Jones 标签, 耐用",3,67,-34 
A1000513,2013/9/14,当日,中国,华东,山东,消费者,办公用品,收纳具,Tenex,"Tenex 文件车, 金属",5,"3,108",994 
A1000513,2013/9/14,当日,中国,华东,山东,消费者,办公用品,标签,Smead,"Smead 合法证物标签, 白色",6,311,18 
A1000513,2013/9/14,当日,中国,华东,山东,消费者,办公用品,系固件,Stockwell,"Stockwell 图钉, 每包 12 个",1,59,25 
A1000513,2013/9/14,当日,中国,华东,山东,消费者,办公用品,装订机,Avery,"Avery 订书机, 回收",4,918,82 
A1000513,2013/9/14,当日,中国,华东,山东,消费者,家具,椅子,Safco,"SAFCO 凳子, 黑色",5,"3,862",617 
A1000510,2013/9/14,二级,中国,西南,重庆,消费者,家具,用具,Rubbermaid,"Rubvermaid 门挡, 黑色",5,"1,022",307 
A1000510,2013/9/14,二级,中国,西南,重庆,消费者,技术,电话,摩托罗拉,"摩托罗拉 智能手机, 全尺寸",2,"1,223",85 
A1000512,2013/9/14,标准级,中国,华东,安徽,小型企业,技术,复印机,Hewlett,"Hewlett 传真复印机, 每套两件",4,"3,600",720 
A1000511,2013/9/14,标准级,中国,华东,上海,消费者,技术,复印机,夏普,"夏普 传真复印机, 彩色",1,794,246 
A1000509,2013/9/14,标准级,中国,华东,山东,消费者,办公用品,信封,Ames,"Ames 局间信封, 红色",4,908,291 
A1000509,2013/9/14,标准级,中国,华东,山东,消费者,办公用品,纸张,Green Bar,"Green Bar 笔记本, 每包 12 个",6,950,104 
A1000509,2013/9/14,标准级,中国,华东,山东,消费者,技术,复印机,佳能,"佳能 个人复印机, 红色",6,"3,946",0 
A1000519,2013/9/15,当日,中国,东北,吉林,公司,办公用品,信封,Jiffy,"Jiffy 商业信封, 红色",2,182,89 
A1000519,2013/9/15,当日,中国,东北,吉林,公司,家具,桌子,Barricks,"Barricks 电脑桌, 白色",5,"8,401",-672 
A1000517,2013/9/15,一级,中国,西南,云南,消费者,家具,桌子,Barricks,"Barricks 电脑桌, 长方形",2,"2,662",399 
A1000514,2013/9/15,二级,中国,西北,甘肃,消费者,技术,电话,三星,"三星 信号增强器, 整包",11,"4,210",-2666 
A1000514,2013/9/15,二级,中国,西北,甘肃,消费者,技术,电话,苹果,"苹果 音频基座, 全尺寸",6,"2,825",-94 
A1000515,2013/9/15,标准级,中国,华东,江苏,消费者,办公用品,器具,Breville,"Breville 咖啡研磨机, 黑色",2,343,-75 
A1000515,2013/9/15,标准级,中国,华东,江苏,消费者,办公用品,收纳具,Fellowes,"Fellowes 盘, 蓝色",4,"1,071",246 
A1000515,2013/9/15,标准级,中国,华东,江苏,消费者,办公用品,收纳具,Rogers,"Rogers 文件车, 蓝色",10,"6,608",66 
A1000515,2013/9/15,标准级,中国,华东,江苏,消费者,家具,桌子,Lesro,"Lesro 培训桌, 黑色",12,"6,021",-7978 
A1000515,2013/9/15,标准级,中国,华东,江苏,消费者,家具,用具,Deflect-O,"Deflect-O 分层置放架, 优质",5,335,-112 
A1000518,2013/9/15,标准级,中国,东北,吉林,公司,办公用品,器具,Hoover,"Hoover 烤面包机, 红色",7,"1,639",-492 
A1000518,2013/9/15,标准级,中国,东北,吉林,公司,办公用品,用品,Kleencut,"Kleencut 剪刀, 工业",3,201,30 
A1000518,2013/9/15,标准级,中国,东北,吉林,公司,技术,配件,Enermax,"Enermax 记忆卡, 耐用",5,"1,604",160 
A1000516,2013/9/15,标准级,中国,东北,黑龙江,公司,办公用品,纸张,施乐,"施乐 令, 优质",5,615,61 
A1000516,2013/9/15,标准级,中国,东北,黑龙江,公司,技术,电话,摩托罗拉,"摩托罗拉 充电器, 全尺寸",3,"9,016",541 
A1000516,2013/9/15,标准级,中国,东北,黑龙江,公司,技术,电话,诺基亚,"诺基亚 耳机, 全尺寸",1,347,87 
A1000516,2013/9/15,标准级,中国,东北,黑龙江,公司,技术,配件,罗技,"罗技 键区, 耐用",5,"1,086",97 
A1000520,2013/9/17,标准级,中国,华东,浙江,消费者,办公用品,收纳具,Tenex,"Tenex 盒, 工业",1,79,25 
A1000522,2013/9/19,一级,中国,华北,河北,消费者,家具,桌子,Hon,"Hon 圆桌, 黑色",4,"5,778",289 
A1000522,2013/9/19,一级,中国,华北,河北,消费者,技术,复印机,Brother,"Brother 墨水, 每套两件",1,550,14 
A1000521,2013/9/19,标准级,中国,华北,北京,公司,办公用品,标签,Novimex,"Novimex 合法证物标签, 白色",3,147,50 
A1000521,2013/9/19,标准级,中国,华北,北京,公司,家具,椅子,Novimex,"Novimex 折叠椅, 每套两件",2,473,-16 
A1000521,2013/9/19,标准级,中国,华北,北京,公司,技术,复印机,Hewlett,"Hewlett 个人复印机, 彩色",2,816,-313 
A1000521,2013/9/19,标准级,中国,华北,北京,公司,技术,复印机,Hewlett,"Hewlett 个人复印机, 数字化",3,"1,209",201 
A1000524,2013/9/19,二级,中国,西北,陕西,消费者,办公用品,标签,Smead,"Smead 有色标签, 耐用",1,63,26 
A1000524,2013/9/19,二级,中国,西北,陕西,消费者,技术,电话,摩托罗拉,"摩托罗拉 办公室电话机, 混合尺寸",3,627,-251 
A1000523,2013/9/19,标准级,中国,东北,黑龙江,小型企业,办公用品,器具,KitchenAid,"KitchenAid 冰箱, 黑色",2,"2,953",-1132 
A1000523,2013/9/19,标准级,中国,东北,黑龙江,小型企业,办公用品,系固件,Stockwell,"Stockwell 订书钉, 金属",3,92,-52 
A1000523,2013/9/19,标准级,中国,东北,黑龙江,小型企业,家具,椅子,Novimex,"Novimex 折叠椅, 黑色",3,670,-380 
A1000527,2013/9/20,当日,中国,东北,黑龙江,消费者,家具,用具,Advantus,"Advantus 闹钟, 耐用",12,"2,712",921 
A1000526,2013/9/20,标准级,中国,华东,福建,消费者,技术,电话,苹果,"苹果 智能手机, 蓝色",5,"1,726",-288 
A1000525,2013/9/20,标准级,中国,中南,广东,公司,办公用品,收纳具,Tenex,"Tenex 盘, 金属",3,746,291 
A1000528,2013/9/21,当日,中国,华东,江苏,消费者,家具,椅子,Safco,"SAFCO 椅垫, 红色",8,"1,340",-425 
A1000533,2013/9/21,一级,中国,华东,浙江,消费者,办公用品,用品,Fiskars,"Fiskars 开信刀, 蓝色",4,313,-94 
A1000533,2013/9/21,一级,中国,华东,浙江,消费者,办公用品,装订机,Acco,"Acco 标签, 实惠",4,96,9 
A1000533,2013/9/21,一级,中国,华东,浙江,消费者,办公用品,装订机,Cardinal,"Cardinal 订书机, 耐用",4,574,86 
A1000533,2013/9/21,一级,中国,华东,浙江,消费者,家具,椅子,Novimex,"Novimex 凳子, 黑色",3,"1,361",-476 
